crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type
TIGNOL BETON & MATERIAUX;82800;82134;FR034403;Nègrepelisse;31187921700025;Av Anciens Combattants Indochine;Nègrepelisse;82134;82800;A;insee
SOCIETE CIVILE PROF DE VETERINAIRES VETARTEL;82200;82112;;MOISSAC;31543149400030;1 Rue Marie Curie;MOISSAC;82112;82200;A;insee
COOPERATIVE AGRICOLE STANOR;82200;82112;;MOISSAC;77571200300018;655 Rue des Pommes;MOISSAC;82112;82200;A;insee
SOCIETE CIVILE PROF DE VETERINAIRES VETARTEL;82100;82033;;Castelsarrasin;31543149400022;5 Impasse de l’Hippodrome;Castelsarrasin;82033;82100;A;insee
CASTEL PNEUS;82100;82033;;Castelsarrasin;34458660700048;ZAE de l'Artel;Castelsarrasin;82033;82100;A;insee
SARL EUROP'GREEN ALLEGRINI;82400;82072;;Golfech;41015304300022;36 Avenue du Midi;Golfech;82072;82400;A;insee
COMMUNAUTE DE COMMUNES DES DEUX RIVES;82400;82186;;VALENCE;24820001600017;2 Rue du Général Vidalot;VALENCE;82186;82400;A;insee
ETS TOUZERY;82400;82072;;Golfech;33421645400044;Zac de Cabarrot;Golfech;82072;82400;A;insee
SARL AURIERES;82400;82072;;Golfech;52325596600013;4 Route de Labaquère;Golfech;82072;82400;F;insee
MAIRIE DE GOLFECH;82400;82072;;Golfech;21820072300011;6 Place du Padouen;Golfech;82072;82400;A;insee
APAVE SA;45590;45272;FR034873;ST CYR EN VAL;75312752100023;174 Rue DE GAUTRAY;ST CYR EN VAL;45272;45590;F;insee
QUALILAB Olivet;45160;45232;FR035154;Olivet;78467114100330;1121 Rue de la Bergeresse;Olivet;45232;45160;A;insee
INFOTEL CONSEIL;45000;45234;FR039807;Orléans;34412226200274;2 Avenue de Paris;Orléans;45234;45000;A;insee
TRANSITIONS PRO CENTRE VAL DE LOIRE;45160;45232;FR037965;Olivet;32765546000043;931 Rue de Bourges;Olivet;45232;45160;A;insee
PREFECTURE DE DEPARTEMENT LOIRET CITE ADMINISTRATIVE COLIGNY;45000;45234;FR038499;ORLEANS;17450001700010;131 RUE DU FAUBOURG BANNIER;ORLEANS;45234;45000;A;insee
IMSA ORLEANS_1;45000;45234;FR040997;ORLEANS;52161160800030;13 Avenue des Droits de l'Homme;ORLEANS;45234;45000;A;insee
ERAS-AGENCE DE ORLEANS;45000;45234;;Orléans;38130763600302;2 Rue Pierre-Gilles de Gennes;Orléans;45234;45000;A;insee
ASSOCIATION CENTRE SANTE ORLEANS THIERS;45000;45234;FR034979;Orléans;85021750600011;3 Rue Thiers;Orléans;45234;45000;A;insee
CORBET;45160;45232;;Olivet;31738296800012;21 Rue de Picardie;Olivet;45232;45160;A;insee
Reborn;45590;45272;;Saint-Cyr-en-Val;45380605100034;873 Rue de Gautray;Saint-Cyr-en-Val;45272;45590;A;insee
LIDL Reichshoffen;67110;67388;FR037946;REICHSHOFFEN;34326262212763;14 Rue de Haguenau;REICHSHOFFEN;67388;67110;A;insee
GROUPE SAINT SAUVEUR;67110;67340;FR032094;Oberbronn;40809011600125;2 Rue Principale;Oberbronn;67340;67110;A;insee
CASINO BARRIERE NIEDERBRONN;67110;67324;FR033303;NIEDERBRONN LES BAINS;55850378500013;10 Place des Thermes;NIEDERBRONN LES BAINS;67324;67110;A;insee
PASCAL LEGROS DEVELOPPEMENT;75009;75109;FR036218;PARIS;38841060700054;87 Rue Taitbout;PARIS;75109;75009;A;insee
STE THEATRE DES NOUVEAUTES;75009;75109;FR036217;PARIS;54206347400010;24 Boulevard Poissonnière;PARIS;75109;75009;A;insee
THEATRE FONTAINE;75009;75109;FR036216;PARIS;34048585300048;10 Rue Pierre Fontaine;PARIS;75109;75009;A;insee
THEATRE EDOUARD VII;75009;75109;FR036236;PARIS 9EME ARRONDISSEMENT;43539663500029;6Bis impasse Sandrie;PARIS 9EME ARRONDISSEMENT;75109;75009;A;insee
ABC LIV PARIS 10;75010;75110;FR036613;PARIS;31450399600097;32 Boulevard de Strasbourg;PARIS;75110;75010;A;insee
ABC LIV PARIS 14;75014;75114;FR038924;PARIS;31450399600261;126 Rue d'Alésia;PARIS;75114;75014;F;insee
COLLEGE JEAN BAPTISTE CLEMENT;75020;75120;FR039075;PARIS;19750478000010;26 Rue Henri Chevreau;PARIS;75120;75020;A;insee
GROUPE TABATABAI PARIS;75008;75108;FR040194;PARIS;49858012500025;32 Rue la Boétie;PARIS;75108;75008;F;insee
EUROGLASS TERNES;75017;75117;FR040563;PARIS;39928092400057;38 Avenue des Ternes;PARIS;75117;75017;A;insee
EUROGLASS LEGION;75014;75114;FR040645;PARIS 14EME ARRONDISSEMENT;39928092400032;1 RUE DE LA LEGION ETRANGERE;PARIS 14EME ARRONDISSEMENT;75114;75014;A;insee
AXIGATE;75014;75114;FR041073;PARIS;49030199100025;12 Villa de Lourcine;PARIS;75114;75014;A;insee
NDF PARIS 15;75015;75115;;PARIS;49336042400037;31 Rue Saint-Amand;PARIS;75115;75015;A;insee
HOTEL LE FOUQUET'S PARIS;75008;75108;;PARIS;40259400600023;4 Rue Vernet;PARIS;75108;75008;A;insee
RINCK INTERIEUR;75012;75112;FR031161;PARIS 12EME ARRONDISSEMENT;40830261000030;21 Avenue Daumesnil;PARIS 12EME ARRONDISSEMENT;75112;75012;A;insee
Relais Culture Europe;75010;75110;FR033330;PARIS;42087079200025;132 Rue du Faubourg Saint-Denis;PARIS;75110;75010;A;insee
SCANNEL PROPERTIES;75008;75108;FR034113;PARIS 8EME ARRONDISSEMENT;94869304900017;9 Rue Beaujon;PARIS 8EME ARRONDISSEMENT;75108;75008;A;insee
SNC JOSEPHINE;75013;75113;FR037456;PARIS;91303185200019;18 Port de la Gare;PARIS;75113;75013;A;insee
ERG France siège;75009;75109;FR040106;PARIS 9EME ARRONDISSEMENT;44132040500109;16 boulevard de Montmartre;PARIS 9EME ARRONDISSEMENT;75109;75009;A;insee
CFR018 TOXLAB SAS;75018;75118;FR039768;PARIS;47882481600019;7 RUE JACQUES CARTIER;PARIS;75118;75018;A;insee
LE TANNEUR & CIE;75008;75108;FR040793;PARIS;41443379700662;7 rue Tronchet;PARIS;75108;75008;A;insee
CAPITALMIND;75008;75108;;PARIS;42229101300080;32 Rue de Monceau;PARIS;75108;75008;F;insee
VH 15 NOTAIRES;75016;75116;;PARIS;31525066200014;15 avenue Victor Hugo;PARIS;75116;75016;A;insee
Vilogia;75009;75109;FR033077;PARIS;83269695900036;24 Rue Chauchat;PARIS;75109;75009;F;insee
VNF;75010;75110;FR034592;PARIS 10EME ARRONDISSEMENT;13001779100109;156 Rue du Faubourg Saint-Denis;PARIS 10EME ARRONDISSEMENT;75110;75010;A;insee
JEAN CHARPENTIER-SOPAGI Etage : -1 Salle : Tech;75016;75116;FR032128;PARIS 16EME ARRONDISSEMENT;43422040600137;88 BIS Avenue Mozart;PARIS 16EME ARRONDISSEMENT;75116;75016;A;insee
